Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Whites,2,555.1526613,171665.5234,Military,185.0508871,No,927.6665794,No,Male,After_16:00,0.976912959,0.92252049,3.925803872,5.397530061,8.938877045,8.642872039,6441,30.5135563,942.9688153,11162.60342,113144.7382,Yes,860565.2825,30.7077973,1780271.818,71.73743043,34438.8817,30,Below_30,6,1418.327747,14,Motorcycle_or_truck,Public_Sector,953.7783106,0,Yes
Whites,8,78.88582641,9293.934477,Foreign_Affairs,26.29527547,No,353.4450319,Yes,Female,By_16:00,0.549532127,0.967467194,9.369766591,3.712774341,9.86491356,4.94256018,6221,15.26814597,951.937307,5438.324933,102377.2177,Yes,124923.3906,30.85348128,1813611.573,34.69475806,727.7367875,40,45_and_up,2,1331.515636,2,Foot_or_bicycle,Services_or_Retail,878.8551127,3,Yes
Oranges,5,762.5080303,201392.3403,Education,254.1693434,No,792.3549612,No,Female,By_16:00,0.418689548,0.588939711,4.972098479,4.209937856,0.35490544,7.907409999,3428,82.2526471,868.764693,9661.078998,99412.86678,Yes,627826.3845,29.47481455,1511021.393,65.00968495,64866.22449,100,30-45,2,1218.551046,3,Public_or_other,Student_or_Unemployed,714.8546521,1,No
Blues,3,235.7904503,33356.03122,Healthcare,78.59681676,No,424.3941752,Yes,Female,After_16:00,0.464054142,0.286738696,7.993523621,6.030547502,6.573427848,8.466163394,6076,74.43043031,579.4604315,5402.862615,67070.57035,Yes,180110.4159,24.07198437,672570.092,45.79040261,6266.056422,80,45_and_up,2,857.4110852,3,Car,Services_or_Retail,586.9145586,0,No
Oranges,3,697.9229273,184468.8727,Social,232.6409758,No,792.9337131,No,Female,By_16:00,0.354599268,0.984175789,0.628155028,4.000642383,0.799502649,2.615829245,8498,47.83932592,843.3612541,9616.059639,96901.8431,Yes,628743.8733,29.04068274,1424012.955,54.87363688,54364.46459,70,Below_30,1,1185.124362,19,Foot_or_bicycle,Student_or_Unemployed,693.6117241,0,No
Whites,2,617.3881616,40632.78692,Military,205.7960539,No,197.4420119,Yes,Male,By_16:00,0.177949956,0.467366911,8.39929708,3.847878159,9.259146757,9.546664138,5492,66.14822668,614.7748725,3203.969864,64115.32061,Yes,38983.34807,24.79465411,756607.0695,78.08662744,42567.81184,30,Below_30,2,824.7115128,18,Foot_or_bicycle,Public_Sector,503.3398527,0,Yes
Yellows,5,149.2599633,24811.3038,Environment,49.75332109,No,498.6863843,Yes,Male,By_16:00,0.152251611,0.96169724,9.039788151,7.801669352,1.515352076,5.480729397,5908,35.34135818,615.4433248,6217.750493,75305.70334,Yes,248688.1099,24.80813022,758814.5527,63.48526541,2535.14628,90,30-45,2,986.214779,7,Public_or_other,Industry_or_other,764.8942966,0,No
Browns,6,1870.094111,44703.64586,Financial,623.3647036,Yes,71.71346983,Yes,Male,By_16:00,0.789961942,0.653219913,9.734869101,3.327128289,7.301381486,7.521677657,9964,87.79791552,728.3968982,2173.928495,67226.85952,No,5142.821755,26.98882914,1061542.143,54.29949341,389216.9183,60,Below_30,2,830.9020049,7,Foot_or_bicycle,Industry_or_other,336.346899,0,No
Reds,2,263.0782684,50939.11736,Education,87.69275612,No,580.8817012,No,Male,By_16:00,0.156640658,0.699520477,9.611791831,8.581529518,1.960738306,9.124378006,9115,67.63701232,657.9193405,7124.655693,78693.97532,Yes,337423.5508,25.64993841,867010.3136,5.518234661,7787.712232,100,45_and_up,1,1002.07295,14,Car,Industry_or_other,703.7147461,0,No
Blues,3,165.5828881,23024.31534,Healthcare,55.19429604,No,417.1502671,Yes,Female,By_16:00,0.508032965,0.48188564,6.205356268,7.535753648,1.984860261,5.455787976,9795,18.58063026,572.3285419,5316.159755,67025.20938,Yes,174014.3453,23.92338901,656162.1732,15.86711425,3111.604612,80,30-45,2,864.3622684,6,Public_or_other,Hightech,615.103108,0,No
Blues,3,158.6874171,22435.19953,Social,52.89580571,No,424.13948,Yes,Female,After_16:00,0.6563472,0.494770312,2.19929745,2.236172075,0.567878825,5.966012848,4442,67.92894292,600.522003,5442.438807,69583.69116,Yes,179894.2985,24.50555045,722310.6031,92.12662934,2860.862068,70,30-45,0,894.4393976,20,Car,Hightech,623.1112937,1,No
Reds,6,437.7057456,53160.48474,Education,145.9019152,No,364.3576896,Yes,Female,By_16:00,0.062496826,0.002912345,8.935638121,2.359908007,8.774507707,3.996515787,9018,80.45974439,702.7598853,5049.096667,82575.55495,Yes,132756.526,26.50961873,988993.8219,27.6743294,21443.27078,100,Below_30,0,1107.195392,4,Car,Public_Sector,876.5514523,0,No
Blues,2,696.515735,95099.43801,Healthcare,232.1719117,No,409.6078519,Yes,Male,After_16:00,0.19017571,0.050840622,7.059282761,4.646639286,4.516703917,9.996186558,6062,92.93703157,557.0202121,5210.118943,65648.14368,Yes,167778.5923,23.60127564,621576.693,42.42641521,54145.96848,80,30-45,2,849.3049158,16,Public_or_other,Hightech,614.0518795,0,No
Yellows,10,221.8725328,26818.61844,Education,73.95751093,No,362.6219717,Yes,Male,By_16:00,0.170782185,0.376932916,2.553387866,4.365849409,4.809402931,5.001099946,5025,5.409471481,584.0542772,4794.328272,68182.8711,Yes,131494.6944,24.16721492,683276.3739,36.42081199,5553.670934,100,Below_30,4,894.388338,15,Public_or_other,Services_or_Retail,664.9545828,0,No
Oranges,10,467.67138,72257.25606,Financial,155.89046,No,463.5130082,Yes,Male,After_16:00,0.800436124,0.690651718,6.10700465,6.42223466,0.480773281,0.014209715,7824,52.6544739,562.985635,5761.101352,70844.00381,Yes,214844.3087,23.72731833,635158.5299,97.91366637,24467.72598,60,30-45,5,942.7216739,16,Motorcycle_or_truck,Public_Sector,779.3666032,0,No
Yellows,7,234.9587718,26937.04697,Healthcare,78.31959059,No,343.9375355,Yes,Female,After_16:00,0.014376493,0.011644959,6.507185476,9.493758464,5.283668297,6.965293917,7263,4.667517333,561.6760246,4562.727404,64170.06557,Yes,118293.0283,23.69970516,631895.9831,1.183103467,6222.27786,80,45_and_up,3,830.9683822,12,Motorcycle_or_truck,Student_or_Unemployed,582.132413,0,No
Greys,5,627.5528248,87049.5048,Financial,209.1842749,No,416.1378996,Yes,Female,By_16:00,0.178599246,0.088553399,4.053578391,8.344995482,3.47836802,0.869575248,7802,81.37588,591.5126757,5344.404347,70671.56872,Yes,173170.7515,24.32103361,700908.2903,59.54235031,43977.24515,60,30-45,2,927.8058582,20,Motorcycle_or_truck,Services_or_Retail,707.6613203,0,No
Yellows,5,773.4092561,95721.54931,Environment,257.8030854,No,371.297144,Yes,Male,By_16:00,0.632664989,0.356303702,7.731332283,5.959744104,4.249760814,9.992736827,3107,41.65028529,608.8704231,4930.712286,69244.16045,Yes,137861.5691,24.67529986,742446.0498,68.37195926,66730.23392,90,45_and_up,2,894.2973376,20,Car,Industry_or_other,618.368485,0,No
Greens,8,917.0845143,245298.3461,Other,305.6948381,No,802.4288131,No,Male,After_16:00,0.654797564,0.383169318,6.28745646,0.641206624,7.678092015,2.773270097,6102,43.7466559,589.861116,9204.010363,74295.50326,Yes,643892.0001,24.28705655,697270.1501,30.49792601,93765.02887,50,Below_30,3,903.8423239,4,Foot_or_bicycle,Services_or_Retail,585.4488763,0,Yes
Yellows,2,119.5010804,19318.62692,Healthcare,39.83369347,No,484.9820652,Yes,Female,By_16:00,0.752703641,0.350648624,5.670966809,8.915560343,8.908188704,0.875740505,4721,59.3214995,675.4153753,6200.651402,80698.09914,Yes,235207.6035,25.98875479,913667.7177,70.98733603,1636.556829,80,45_and_up,4,1056.81061,6,Foot_or_bicycle,Services_or_Retail,800.8771306,2,No
Greys,7,749.2520963,75199.68554,Financial,249.7506988,No,609.4135501,No,Female,After_16:00,0.980667553,0.845860235,5.794316258,7.215138176,0.997511945,5.327636388,3088,28.09566434,599.4853271,7293.106155,73193.21132,Yes,371384.8751,24.48438946,720031.4394,68.17199255,62635.16224,60,45_and_up,2,923.8336885,6,Motorcycle_or_truck,Hightech,646.7110783,1,No
Yellows,9,633.0916731,90778.5426,Social,211.0305577,No,430.1677615,Yes,Female,After_16:00,0.73586424,0.565439315,0.082558498,3.841769851,0.502299066,5.272333815,5388,9.425186692,613.1541309,5527.985876,70212.88564,Yes,185044.303,24.76194926,752958.2183,84.31887701,44754.92684,70,Below_30,3,895.8925206,5,Public_or_other,Services_or_Retail,602.0740533,2,No
Reds,7,219.3991478,26377.25905,Healthcare,73.13304925,No,360.6749523,Yes,Male,After_16:00,0.229440365,0.821665534,3.488800069,7.816217754,4.803417942,7.941113415,6974,48.47484033,708.3588788,5023.467281,83186.12284,Yes,130086.4212,26.61501228,1004801.622,49.92838593,5431.575943,80,45_and_up,1,1116.763059,3,Car,Services_or_Retail,886.3451455,0,No
Blues,8,215.261592,28649.5295,Financial,71.753864,No,399.2750759,Yes,Male,After_16:00,0.872745446,0.430487083,5.430018718,8.399741719,8.507979,5.826810098,4905,67.5245943,568.2155664,5129.181892,65667.81167,Yes,159420.5863,23.83727263,646730.7387,14.62790722,5230.370863,60,Below_30,2,843.1234753,19,Public_or_other,Industry_or_other,583.6039161,0,No
Blues,7,272.9711726,52512.27612,Financial,90.99039086,No,577.1189202,No,Female,By_16:00,0.902524849,0.41527008,3.971227366,4.539604513,8.686952952,1.47326685,3120,21.72886464,625.670137,7022.529476,75059.33936,Yes,333066.2481,25.01339915,782926.2408,61.2458891,8380.241619,60,30-45,0,951.1347275,5,Motorcycle_or_truck,Industry_or_other,660.6394246,1,No
Yellows,10,883.916695,117552.0063,Social,294.6388983,No,398.9697455,Yes,Male,By_16:00,0.646409963,0.00598397,2.649623975,2.256259208,2.275565767,8.062654198,3096,40.07957156,527.1933409,5044.084137,62744.25717,Yes,159176.8578,22.96069121,556874.0116,36.61698906,87116.71932,70,30-45,2,814.0732472,14,Motorcycle_or_truck,Services_or_Retail,599.4045317,2,No
Oranges,5,618.2274665,94047.97259,Social,206.0758222,No,456.3755787,Yes,Male,By_16:00,0.800848782,0.221172453,6.937029883,4.872142822,0.840314694,2.584832958,4883,5.167866731,598.9190686,5761.593924,73484.36449,Yes,208278.6688,24.47282306,718648.9316,34.92642546,42683.3203,70,Below_30,2,971.8919841,9,Public_or_other,Student_or_Unemployed,774.454529,2,No
Yellows,10,384.6351932,65840.09872,Environment,128.2117311,No,513.5263222,No,Male,By_16:00,0.891010236,0.71532013,4.584613836,1.658461769,6.716797627,1.751550003,9722,12.37261004,655.9222954,6447.107813,78792.20963,Yes,263709.2836,25.61097998,861756.3579,84.09999153,16576.45971,90,Below_30,4,1024.040927,9,Foot_or_bicycle,Industry_or_other,764.7164576,4,No
Reds,7,379.7611814,46829.76341,Education,126.5870605,No,369.9411555,Yes,Female,After_16:00,0.418681632,0.005811352,4.732664861,2.140689055,4.20307928,1.294089539,9535,26.02443786,689.086671,5077.584897,80435.53399,Yes,136856.4585,26.2504604,950887.7606,35.99787629,16160.87094,100,Below_30,2,1070.641699,15,Motorcycle_or_truck,Student_or_Unemployed,826.9391597,0,No
Yellows,8,212.8916874,29166.57344,Education,70.96389578,No,411.0058096,Yes,Female,By_16:00,0.683021088,0.585829797,1.392078628,3.885974889,0.64513362,3.53468729,8069,33.67145932,632.6591698,5375.376436,71349.03159,Yes,168925.7755,25.15271695,801534.0474,48.31201262,5116.838401,100,Below_30,1,909.3894695,10,Car,Hightech,597.7912713,1,No
Whites,9,280.4021479,2282.699322,Foreign_Affairs,93.46738262,No,24.42241623,Yes,Male,By_16:00,0.183192479,0.673220671,4.08061771,4.033454591,5.876676973,9.968367142,5586,20.79920282,400.1401937,1044.50455,36667.97893,Yes,596.4544145,20.00350454,320443.1883,17.06423021,8839.618996,40,45_and_up,1,454.776728,9,Motorcycle_or_truck,Student_or_Unemployed,184.4166239,2,Yes
Oranges,9,925.3768976,130488.0816,Social,308.4589659,No,423.0322215,Yes,Female,After_16:00,0.270552512,0.720802328,9.720835346,8.612802902,8.540895428,4.989317735,7270,14.44134421,582.8031305,5395.928476,71340.26532,Yes,178956.2604,24.14131584,680513.9434,71.53378383,95465.3926,70,30-45,1,947.7927159,14,Public_or_other,Student_or_Unemployed,761.9333527,0,No
Blues,8,645.3971093,90610.99246,Financial,215.1323698,No,421.1871628,Yes,Male,By_16:00,0.554798757,0.706234148,0.743330701,4.810462142,2.3151474,5.542511451,7142,47.74312018,595.4073522,5402.686332,69036.63822,Yes,177398.6261,24.40097031,710070.316,73.62678412,46507.0689,60,Below_30,2,887.6346436,4,Car,Hightech,619.2986207,0,No
Blues,1,161.7551884,21444.28196,Healthcare,53.91839615,No,397.717356,Yes,Male,After_16:00,0.185040083,0.383486053,3.831925965,1.008897193,8.773431263,0.553874371,5979,15.07120621,576.371484,5129.916528,66436.55344,Yes,158179.0953,24.007738,665405.7029,80.62601923,2971.111839,80,45_and_up,1,853.4112813,8,Motorcycle_or_truck,Services_or_Retail,589.8104202,1,No
Greys,8,480.2330389,101184.4947,Environment,160.0776796,No,632.0962105,No,Female,After_16:00,0.425510133,0.671141324,1.836746444,8.917754383,8.078657389,6.926114412,4525,45.59900453,617.3503427,7555.66279,75419.86678,Yes,399545.6193,24.84653583,763549.6051,97.71080711,25794.9412,90,30-45,4,951.1337074,1,Car,Services_or_Retail,664.6175557,1,No
Blues,4,593.3224144,121670.0371,Education,197.7741381,No,615.1969021,No,Female,By_16:00,0.874153285,0.96288299,3.603561539,8.31575986,4.950802242,0.790526888,4482,6.159408414,639.3580903,7430.685202,77325.20129,Yes,378467.2284,25.28553125,818866.1326,38.0435528,39322.38386,100,30-45,2,978.6421178,17,Car,Services_or_Retail,683.4002926,0,No
Browns,9,1484.872499,412899.8645,Healthcare,494.9574997,Yes,834.2127652,No,Male,By_16:00,0.262093655,0.982223853,4.010204407,7.987399776,7.146382413,8.588424646,9779,47.52099223,59.80659513,8461.740843,40525.37371,No,695910.9377,7.733472385,8935.228193,65.93078035,245487.884,80,45_and_up,3,605.9261055,2,Motorcycle_or_truck,Services_or_Retail,937.3577867,1,No
Yellows,4,680.9313382,101453.015,Financial,226.9771127,No,446.9746477,Yes,Female,After_16:00,0.651555297,0.012271797,5.443187105,9.095833357,1.307756936,0.015111933,5345,21.64444802,619.8192407,5709.384958,73285.43406,Yes,199786.3357,24.8961692,769508.8146,3.459315002,51755.58682,60,30-45,2,952.5636029,1,Public_or_other,Hightech,700.057643,3,No
Blues,6,700.3552367,137822.9358,Education,233.4517456,No,590.3701232,No,Male,After_16:00,0.540770697,0.303346654,2.544749829,4.157299481,6.876650674,9.260426434,4377,55.22383151,642.0271711,7187.755575,76732.58578,Yes,348536.8824,25.33825509,825664.8479,48.83395098,54743.16926,100,30-45,1,970.211901,14,Car,Hightech,666.7008694,0,No
Yellows,10,377.9578026,56551.80965,Environment,125.9859342,No,448.8739955,Yes,Male,By_16:00,0.212264608,0.128054832,5.719255283,4.553596042,0.53791103,3.829384062,4816,50.42804226,634.4136298,5757.567214,76531.53148,Yes,201487.8638,25.18756895,806209.2067,77.48257373,16008.44155,90,30-45,1,1010.372344,15,Motorcycle_or_truck,Student_or_Unemployed,789.0253553,1,No
Pinks,5,130.1999723,49585.93588,Other,43.39999076,No,997.8345001,No,Male,After_16:00,0.847492328,0.884966171,7.149466849,5.231632704,4.213012476,3.408022134,5923,46.24662495,984.5384255,11947.42185,118414.791,Yes,995673.6897,31.3773553,1940626.115,3.872008575,1936.959189,50,45_and_up,3,1479.096957,19,Public_or_other,Industry_or_other,986.4578475,1,Yes
Blues,8,693.6516038,92676.24797,Education,231.2172013,No,400.8190025,Yes,Male,After_16:00,0.719507793,0.060431657,6.956744243,7.477598754,8.041510517,2.63735278,9639,78.25998962,553.7220548,5115.634135,64270.27447,Yes,160655.8728,23.53129947,614199.1595,44.96923208,53702.61136,100,45_and_up,4,824.4879897,4,Foot_or_bicycle,Student_or_Unemployed,572.1124802,0,No
Blues,5,233.3473323,31607.14095,Financial,77.78244412,No,406.353147,Yes,Male,After_16:00,0.101297383,0.510064019,2.806267634,9.521043885,9.715282791,8.277729489,5039,84.94042628,560.5682773,5184.668024,65542.07513,Yes,165122.88,23.67632314,629489.4449,68.41350435,6137.891057,60,45_and_up,2,844.8991436,5,Car,Services_or_Retail,599.5047587,0,No
Yellows,7,101.5662966,18350.10097,Environment,33.85543221,No,542.0134901,No,Female,By_16:00,0.900720039,0.144542718,3.321162357,2.907234391,2.146138281,4.187867758,4580,16.69197148,630.1300097,6680.39492,78948.9096,Yes,293778.6235,25.10239052,795519.8578,53.60767669,1190.045722,90,Below_30,1,1041.41139,15,Car,Student_or_Unemployed,840.1860649,0,No
Pinks,4,808.1565293,162558.7843,Other,269.3855098,No,603.442941,No,Male,By_16:00,0.615384119,0.752377814,8.886912975,8.393660556,7.787674493,5.38441017,4814,46.54220201,124.2377844,6282.904979,42475.95422,Yes,364143.383,11.14620045,32452.12325,50.74261781,72847.93837,50,30-45,2,656.4713755,18,Car,Student_or_Unemployed,968.6261509,0,Yes
Yellows,10,659.2205753,91356.85513,Environment,219.7401918,No,415.7494102,Yes,Male,By_16:00,0.605750079,0.589409107,3.700516014,3.430651247,7.408426064,6.961643382,3198,9.549118089,570.570741,5298.635584,66288.90346,Yes,172847.5721,23.88662264,652117.9298,36.11713934,48515.49208,90,45_and_up,4,850.2082646,5,Car,Hightech,590.2393132,3,No
Reds,4,563.0083469,106868.8817,Environment,187.669449,No,569.4527387,No,Female,After_16:00,0.715310348,0.616684903,6.317585004,0.09772541,7.988319944,2.821925716,5724,18.22928826,703.2477549,7101.022897,81517.35842,Yes,324276.4216,26.51881888,990371.5163,40.33858976,35417.49153,90,30-45,2,1028.495242,8,Foot_or_bicycle,Industry_or_other,677.253977,0,No
Blues,10,184.6383827,26016.57561,Environment,61.54612757,No,422.7166946,Yes,Male,After_16:00,0.284905178,0.08817228,1.915641907,9.200306339,3.731459815,7.151494445,5492,45.28940441,563.3190068,5353.80496,66143.18622,Yes,178689.4039,23.73434235,635693.301,90.22652803,3859.471947,90,45_and_up,0,851.2475118,8,Car,Industry_or_other,603.9774725,0,No
Oranges,8,995.7746225,128671.9355,Environment,331.9248742,No,387.65379,Yes,Male,After_16:00,0.48957049,0.529846529,4.829853561,4.739919207,2.439874988,5.059304205,3299,5.544134811,577.9851161,5032.508132,70087.55282,Yes,150275.4609,24.04132101,669281.6177,71.77328931,110516.047,90,30-45,4,934.1395726,19,Car,Student_or_Unemployed,750.3751783,0,No
Greys,8,406.7124754,62465.15689,Education,135.5708251,No,460.7566328,Yes,Female,By_16:00,0.950613699,0.164389364,0.486864827,1.033599277,1.539288929,0.275454819,8681,87.48670984,605.068835,5817.703998,72900.79183,Yes,212296.6747,24.59814698,733411.7999,29.23685247,18525.01945,100,Below_30,3,952.8641859,9,Car,Student_or_Unemployed,724.4531422,2,No
Yellows,5,289.3491564,36427.14715,Financial,96.4497188,No,377.6801799,Yes,Female,By_16:00,0.081677435,0.093568338,9.663895417,6.282726987,1.870212194,8.082266797,7791,78.84582893,626.806563,5030.414925,69413.78727,Yes,142642.3183,25.03610519,786719.2541,89.69133196,9408.997974,60,45_and_up,1,881.2134719,18,Car,Services_or_Retail,558.6390944,0,No
Blues,10,237.7316843,45607.05564,Healthcare,79.24389477,No,575.5276891,No,Female,After_16:00,0.709860616,0.486938,8.576482662,9.00098091,4.339784563,3.840715061,4970,27.65270844,668.4987169,7092.274325,78360.34389,Yes,331232.121,25.85534213,895022.9652,85.85647219,6368.838753,80,30-45,3,987.3858712,16,Public_or_other,Hightech,656.3685142,0,No
Greys,6,878.3209364,181104.4397,Environment,292.7736455,No,618.5817697,No,Female,By_16:00,0.393541247,0.759418867,4.399853598,9.115404487,9.797813478,3.265543189,7265,58.14799268,583.6110052,7353.039708,71822.12735,Yes,382643.4058,24.15804225,682467.7297,63.77029186,86019.18112,90,30-45,3,904.8767089,9,Public_or_other,Public_Sector,635.5372545,1,No
Oranges,4,916.4754917,257600.0728,Environment,305.4918306,No,843.2306431,No,Female,By_16:00,0.318913505,0.142985553,9.984144403,2.667573537,0.528295676,2.015930749,3943,28.59905935,870.5523962,10173.41122,100238.4779,Yes,711037.9174,29.50512491,1515722.949,10.31391162,93640.75038,90,30-45,1,1221.284683,5,Public_or_other,Services_or_Retail,706.9289251,0,No
Blues,7,951.3270347,185956.7003,Financial,317.1090116,No,586.4125382,No,Female,By_16:00,0.43924378,0.964822251,6.712107467,8.554041507,9.69824722,7.146706181,3099,6.655104156,666.398439,7196.92226,78143.31761,Yes,343879.6649,25.81469425,889416.364,1.037110412,100885.2342,60,30-45,2,981.496139,4,Motorcycle_or_truck,Student_or_Unemployed,646.1925802,0,No
Blues,1,52.87090494,7350.579252,Healthcare,17.62363498,No,417.0864444,Yes,Female,By_16:00,0.117485949,0.569959569,6.534710084,3.623093495,4.636672391,5.864271706,9366,89.2342312,572.4031348,5315.670714,66868.20659,Yes,173961.1021,23.92494796,656325.8485,62.79976254,338.2161449,80,Below_30,2,860.9037755,14,Public_or_other,Industry_or_other,601.9200067,1,No
